Date,Close,High,Low,Open,Volume,returns,volatility_20,volatility_60,rsi_14,atr_14,bb_mid,bb_std,bb_upper,bb_lower,bb_width,bb_position,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_hist,momentum_5,momentum_10,momentum_20,high_20,low_20,price_position,trend_20_50,trend_50_200,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10
2010-10-08,1.3927963972091677,1.397506833076477,1.3850990533828735,1.3922922611236572,0,0.0005707906624242,0.1030203897852475,0.1133291121105976,83.34838308144506,0.018732122012547116,1.3381098449230193,0.03638819779920452,1.4108862405214284,1.2653334493246102,0.10877491989844208,0.8757162733636663,1.3381098449230193,1.3080787587165832,1.3171156018972396,1.3632636463434291,1.3372020667757933,0.026061579567635773,0.020868418605891136,0.0051931609617446375,0.022451784425834953,0.045711526996633944,0.09728675731063663,1.4023081064224243,1.2716983556747437,0.9271745856736847,0.022958163647501584,-0.00686108582089473,0.006203002282841,0.0116219409932479,-0.0074940847141416,-0.0004358874551977,-0.0053820340597241
2010-10-11,1.3977607488632202,1.4006190299987793,1.3886960744857788,1.3987383842468262,0,0.0035579682702955,0.1025951387263745,0.1134197635139871,83.67639149716554,0.01883400338036678,1.344412964582443,0.03517705287489145,1.414767070332226,1.27405885883266,0.10466145091308908,0.8791376758487319,1.344412964582443,1.3096821236610412,1.3168924164772033,1.3685708928849354,1.3416878959369225,0.026882996948012883,0.02207133427431549,0.004811662673697394,0.014564663461205551,0.03698470993124836,0.09912916268700345,1.4023081064224243,1.283285140991211,0.9617942844666213,0.026518527124976154,-0.005475233000012514,0.0005707906624242,0.006203002282841,0.0116219409932479,0.0113018040028747,0.0119383244495183
2010-10-12,1.3880213499069214,1.3881947994232178,1.3780179023742676,1.3880984783172607,0,-0.0069922472699756,0.1066793921553896,0.1142556181052073,74.74264079507817,0.01760045119694306,1.3494540274143219,0.03374143810892932,1.4169369036321804,1.2819711511964633,0.10001507994631272,0.7857563626073866,1.3494540274143219,1.3109924221038818,1.3166495436429977,1.3715632708883179,1.3451200042464861,0.02644326664183172,0.022945720747818737,0.003497545894012983,0.015073937774630064,0.03282664046716288,0.0783260171940312,1.4023081064224243,1.2959243059158323,0.8657055261471162,0.029337778511882462,-0.004296603880986738,0.0035579682702955,0.0005707906624242,0.006203002282841,-0.0074940847141416,-0.0029744172808687
2010-10-13,1.3916915655136108,1.3999327421188354,1.391207575798035,1.3916915655136108,0,0.0026407171180504,0.104732174134624,0.1119684573289775,72.62731380564303,0.01734380211148948,1.354079920053482,0.03281457490146233,1.4197090698564068,1.2884507702505574,0.09693541545218766,0.7865467979782714,1.354079920053482,1.3123761248588561,1.3164059847593308,1.3746599315999013,1.3485697500914648,0.02609018150843645,0.023574612899942282,0.0025155686084941675,0.0059981483441087224,0.02549571512359905,0.07121284234481884,1.4023081064224243,1.2978922128677368,0.8983244739149496,0.03177731932536587,-0.0030612591762194663,-0.0069922472699756,0.0035579682702955,0.0005707906624242,0.0116219409932479,0.0097639515536169
2010-10-14,1.3967260122299194,1.4118908643722534,1.3967065811157229,1.3969016075134275,0,0.0036109743582841,0.1045520637722796,0.1104577136146028,78.41234040418398,0.01733309882027767,1.3588408648967742,0.031673156210452615,1.4221871773176795,1.295494552475869,0.09323580716085902,0.7990319869088583,1.3588408648967742,1.3139945077896118,1.3162305986881255,1.3780547132352887,1.3521368811620817,0.02591783207320697,0.024043256734595224,0.0018745753386117461,0.003393949587546574,0.024889680736966957,0.07316048889921656,1.4118908643722534,1.302592158317566,0.8612531411419796,0.03412979037682784,-0.001698859531713115,0.0026407171180504,-0.0069922472699756,0.0035579682702955,0.006203002282841,0.0042021163021388
2010-10-15,1.4072020053863523,1.4148073196411133,1.3993059396743774,1.4070039987564087,0,0.0074724043100158,0.1054267244618879,0.1111668381536119,77.31442328602522,0.017306532178606355,1.3638209760189057,0.031015877900012194,1.42585273181893,1.3017892202188814,0.09096759309436576,0.8496679145057313,1.3638209760189057,1.3157759308815002,1.3160610634088517,1.38253891202776,1.3562157798264527,0.02632313220130733,0.02449923182793765,0.0018239003733696822,0.010342939001027007,0.03302694086364255,0.07617179487319725,1.4148073196411133,1.3031013011932373,0.93191670099396,0.036514610132150516,-0.0002166560012138996,0.0036109743582841,0.0026407171180504,-0.0069922472699756,0.0005707906624242,-0.0004358874551977
2010-10-18,1.3964334726333618,1.397409200668335,1.3837957382202148,1.397096872329712,0,-0.0076818729058569,0.1109426949976614,0.1121728895364414,72.77812986889468,0.017577588558197053,1.3684229910373689,0.02845684561796161,1.425336682273292,1.3115092998014457,0.08318143090065776,0.7460785883653345,1.3684229910373689,1.3171332359313965,1.3157876002788544,1.3846765367363143,1.3591948685704827,0.02548166816583164,0.02469571909551645,0.0007859490703151888,-0.0009495732591846551,0.01360125998706918,0.07056177717451861,1.4148073196411133,1.305943250656128,0.8312221178294777,0.038940445588030004,0.0010226845520180383,0.0074724043100158,0.0036109743582841,0.0026407171180504,0.0035579682702955,0.0113018040028747
2010-10-19,1.3935922384262085,1.3994038105010986,1.377353549003601,1.3937865495681765,0,-0.002036708965121,0.1124993290915575,0.1123079721727431,67.38810937035049,0.01770028897694182,1.3727678954601288,0.024954196455265313,1.4226762883706594,1.3228595025495982,0.07271206308886202,0.7086256614534847,1.3727678954601288,1.3185451531410217,1.3155172616243362,1.386048183150144,1.3617428222003665,0.024305360949777643,0.024617647466368693,-0.0003122865165910496,0.004013546707808624,0.019147984435767818,0.06650224037287389,1.4148073196411133,1.3252054452896118,0.7632294930385094,0.041123159256198694,0.002301673725623843,-0.0076818729058569,0.0074724043100158,0.0036109743582841,-0.0069922472699756,-0.0074940847141416
2010-10-20,1.3739094734191897,1.398308038711548,1.3704450130462646,1.374003767967224,0,-0.0142244514593835,0.1203230945370006,0.1166442456074246,54.668108749628075,0.018891385623386974,1.3751785039901734,0.022361819355311893,1.4199021427007972,1.3304548652795496,0.06504412129895157,0.4858125299330546,1.3751785039901734,1.3196534252166747,1.3151248562335969,1.3841806893453819,1.3626440557246058,0.02153663362077607,0.02400144469725017,-0.002464811076474102,-0.012777322601548291,-0.006855814533844096,0.03636740491090773,1.4148073196411133,1.3288507461547852,0.5242033905827035,0.0420755008189988,0.0034434517465111725,-0.002036708965121,-0.0076818729058569,0.0074724043100158,0.0026407171180504,0.0116219409932479
2010-10-21,1.3963165283203125,1.4051061868667605,1.387905836105347,1.3963944911956787,0,0.0161774119235089,0.1276398139209622,0.1202318625071054,62.11603633027941,0.02001265968595237,1.3780393123626709,0.021129260708213148,1.4202978337790972,1.3357807909462445,0.06133137282415182,0.7162547971985725,1.3780393123626709,1.321891634464264,1.3148564898967743,1.3860477414953711,1.365138313211773,0.020909428283598208,0.02338304141451978,-0.0024736131309215717,-0.00029317411290508133,0.003099780456482071,0.042727318371240885,1.4148073196411133,1.3288507461547852,0.7848821728132073,0.04247525019035492,0.005350503740557899,-0.0142244514593835,-0.002036708965121,-0.0076818729058569,0.0036109743582841,0.006203002282841
2010-10-22,1.3916915655136108,1.3968042135238647,1.386693239212036,1.3916722536087036,0,-0.0033177572614473,0.1262392724881605,0.1202811886199347,55.388144073000255,0.019576055662972634,1.3810282588005065,0.01829941802486894,1.4176270948502443,1.3444294227507687,0.05300229856487622,0.6456782218239524,1.3810282588005065,1.3240656876564025,1.3146194607019424,1.386916022113562,1.367105220977963,0.019810801135598854,0.022668593358735598,-0.002857792223136743,-0.011022184315664818,-0.0007932470946727666,0.04488201936597802,1.4148073196411133,1.338401436805725,0.6974610688380641,0.04302095558788155,0.007185521922379312,0.0161774119235089,-0.0142244514593835,-0.002036708965121,0.0074724043100158,0.0005707906624242
2010-10-25,1.3944084644317627,1.4076972007751465,1.3936116695404053,1.3937475681304932,0,0.0019503246474671,0.1208798613742857,0.1187071409865474,61.03698014788949,0.01922996555055894,1.3833532452583313,0.016759162654223243,1.4168715705667778,1.3498349199498847,0.04845953182722647,0.66491305982172,1.3833532452583313,1.3264120507240296,1.314388137459755,1.388068705547131,1.3691276836352761,0.01894102191185487,0.021923079069359454,-0.002982057157504582,-0.001450128660823613,-0.0023983249166096288,0.0344976836632771,1.4148073196411133,1.338401436805725,0.7330198349608933,0.042928737343135515,0.009147916754264518,-0.0033177572614473,0.0161774119235089,-0.0142244514593835,-0.0076818729058569,0.0035579682702955
2010-10-26,1.3948947191238403,1.39819073677063,1.3839681148529053,1.3935922384262085,0,0.0003486567540382,0.1197472586512002,0.1185711842579015,55.38359893172866,0.018431101526532885,1.3859027087688447,0.014111590650848953,1.4141258900705427,1.3576795274671467,0.04072895034135523,0.6593018564929577,1.3859027087688447,1.3286860036849975,1.3142221003770829,1.3891188614820094,1.3710363530873624,0.01808250839464698,0.021154964934416962,-0.0030724565397699834,0.0009346210905298857,0.004951918943739475,0.03794111427369118,1.4148073196411133,1.3565207719802856,0.6583671307289398,0.04306262346796874,0.011005676516750551,0.0019503246474671,-0.0033177572614473,0.0161774119235089,-0.002036708965121,-0.0069922472699756
2010-10-27,1.3854252099990845,1.387694001197815,1.376007914543152,1.385751724243164,0,-0.0068118389124068,0.1196949261642307,0.119606406697642,46.94621120281645,0.018429134573255283,1.3873193919658662,0.012383367253132218,1.4120861264721307,1.3625526574596016,0.03570444506101722,0.4617595535999591,1.3873193919658662,1.3306345915794373,1.3140940552949905,1.3885506074077132,1.3721021944210727,0.01644841298664046,0.020213654544861664,-0.0037652415582212044,0.008381728783946718,-0.004502689870232612,0.02087822595514499,1.4148073196411133,1.3565207719802856,0.49590238534962156,0.042599824734110614,0.012587026185681749,0.0003486567540382,0.0019503246474671,-0.0033177572614473,-0.0142244514593835,0.0026407171180504
2010-10-28,1.377808928489685,1.3939614295959473,1.3775053024291992,1.377695083618164,0,-0.0055125989439264,0.1212410152158357,0.1197003748152662,43.45513379796294,0.018718302249908465,1.3880695283412934,0.011220062382874473,1.4105096531070422,1.3656294035755445,0.03233285409350383,0.27137827978413404,1.3880695283412934,1.332477879524231,1.3139345920085908,1.3868980414203242,1.3725249154929342,0.01437312592739004,0.01904554882136734,-0.004672422893977301,-0.01325458766350851,-0.013543875874433398,0.011008702116077851,1.4148073196411133,1.3620823621749878,0.29827556190635535,0.041720504085900334,0.014112793458990414,-0.0068118389124068,0.0003486567540382,0.0019503246474671,0.0161774119235089,0.0036109743582841
